,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228
sum_E_23,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000,3200000
sum_E_24,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000
sum_E_25,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000
sum_E_26,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000,3800000
sum_E_27,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000
c_loss_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c_loss_1,2.37357E-05,2.34376E-05,2.27568E-05,2.15469E-05,1.99872E-05,1.82576E-05,1.63203E-05,1.45967E-05,1.26249E-05,1.10384E-05,9.47295E-06,8.2542E-06,7.12058E-06,6.24297E-06,5.44616E-06,4.82256E-06,4.25968E-06,3.8115E-06,3.40607E-06,3.0773E-06,2.77832E-06,2.5317E-06,2.30606E-06,2.11705E-06,1.94309E-06,1.79539E-06,1.65868E-06,1.54123E-06,1.43197E-06,1.33713E-06,1.2485E-06,1.17086E-06,1.098E-06,1.03367E-06,9.73075E-07,9.19182E-07,8.68256E-07,8.22671E-07,7.79469E-07,7.40573E-07,7.03611E-07,6.70161E-07,6.38296E-07,6.09321E-07,5.81659E-07,5.56398E-07,5.32231E-07,5.10076E-07,4.88841E-07,4.69303E-07,4.50545E-07,4.16576E-07,3.86306E-07,3.59219E-07,3.34882E-07,3.12937E-07,2.93079E-07,2.75053E-07,2.5864E-07,2.43653E-07,2.29931E-07,2.17337E-07,2.05749E-07,1.95064E-07,1.85191E-07,1.76048E-07,1.67566E-07,1.59682E-07,1.52342E-07,1.45497E-07,1.39102E-07,1.33121E-07,1.27516E-07,1.22259E-07,1.1732E-07,1.12674E-07,1.08299E-07,1.04174E-07,1.0028E-07,9.66006E-08,9.31199E-08,8.9824E-08,8.67E-08,8.37362E-08,8.09218E-08,7.82469E-08,7.32803E-08,6.87719E-08,6.46671E-08,6.09192E-08,5.74878E-08,5.43385E-08,5.1441E-08,4.87692E-08,4.63003E-08,4.40142E-08,4.18934E-08,3.99222E-08,3.8087E-08,3.63754E-08,3.47767E-08,3.32811E-08,3.188E-08,3.05655E-08,2.93307E-08,2.81692E-08,2.70753E-08,2.6044E-08,2.50705E-08,2.41505E-08,2.32803E-08,2.24563E-08,2.16753E-08,2.09343E-08,2.02307E-08,1.95619E-08,1.89258E-08,1.83202E-08,1.77433E-08,1.71931E-08,1.66682E-08,1.61669E-08,1.56879E-08,1.52299E-08,1.47916E-08,1.4372E-08,1.3398E-08,1.25196E-08,1.1725E-08,1.10036E-08,1.03468E-08,9.74713E-09,9.19811E-09,8.6942E-09,8.23059E-09,7.8031E-09,7.40807E-09,7.0423E-09,6.70296E-09,6.38757E-09,6.09393E-09,5.82008E-09,5.56429E-09,5.32499E-09,5.10081E-09,4.89049E-09,4.69291E-09,4.50707E-09,4.33206E-09,4.16704E-09,4.01128E-09,3.86409E-09,3.72485E-09,3.59301E-09,3.46805E-09,3.34949E-09,3.23691E-09,3.12991E-09,2.93124E-09,2.7509E-09,2.5867E-09,2.43678E-09,2.29953E-09,2.17355E-09,2.05765E-09,1.95078E-09,1.85202E-09,1.76058E-09,1.67574E-09,1.59689E-09,1.52348E-09,1.45502E-09,1.39107E-09,1.33125E-09,1.2752E-09,1.22262E-09,1.17323E-09,1.12677E-09,1.08301E-09,1.04176E-09,1.00282E-09,9.66022E-10,9.31213E-10,8.98253E-10,8.67011E-10,8.37372E-10,8.09227E-10,7.82478E-10,7.57033E-10,7.3281E-10,7.0973E-10,6.87725E-10,6.66727E-10,6.46676E-10,6.27516E-10,6.09196E-10,5.91666E-10,5.74882E-10,5.58802E-10,5.43387E-10,5.28602E-10,5.14412E-10,5.00786E-10,4.87694E-10,4.75109E-10,4.63005E-10,4.51357E-10,4.40144E-10,4.29343E-10,4.18935E-10,4.08901E-10,3.99223E-10,3.89885E-10,3.80871E-10,3.72165E-10,3.63755E-10,3.55627E-10,3.47768E-10,3.40167E-10,3.32812E-10,3.25693E-10,3.188E-10,3.12124E-10,3.05655E-10,2.99386E-10,2.93307E-10,2.87412E-10,2.8453E-10,2.81692E-10
c_loss_2,4.07036E-05,4.04047E-05,3.97158E-05,3.84685E-05,3.68095E-05,3.48882E-05,3.26084E-05,3.04356E-05,2.77353E-05,2.53517E-05,2.2768E-05,2.05646E-05,1.83395E-05,1.64874E-05,1.47007E-05,1.32299E-05,1.18471E-05,1.0709E-05,9.65197E-06,8.77641E-06,7.96657E-06,7.2893E-06,6.66276E-06,6.1332E-06,5.64217E-06,5.22277E-06,4.83262E-06,4.49606E-06,4.18187E-06,3.90835E-06,3.65209E-06,3.42716E-06,3.2157E-06,3.02869E-06,2.85233E-06,2.69529E-06,2.54675E-06,2.41368E-06,2.28746E-06,2.17376E-06,2.06564E-06,1.96775E-06,1.87445E-06,1.78959E-06,1.70853E-06,1.63449E-06,1.56364E-06,1.49867E-06,1.43639E-06,1.37907E-06,1.32402E-06,1.22432E-06,1.13545E-06,1.05591E-06,9.8443E-07,9.19963E-07,8.61622E-07,8.08655E-07,7.60423E-07,7.16378E-07,6.7605E-07,6.39032E-07,6.04972E-07,5.73563E-07,5.44538E-07,5.1766E-07,4.92724E-07,4.69546E-07,4.47966E-07,4.2784E-07,4.0904E-07,3.91452E-07,3.74975E-07,3.59516E-07,3.44994E-07,3.31334E-07,3.1847E-07,3.0634E-07,2.9489E-07,2.84071E-07,2.73836E-07,2.64144E-07,2.54958E-07,2.46242E-07,2.37967E-07,2.30101E-07,2.15496E-07,2.02239E-07,1.90168E-07,1.79147E-07,1.69056E-07,1.59795E-07,1.51274E-07,1.43418E-07,1.36157E-07,1.29435E-07,1.23198E-07,1.17401E-07,1.12004E-07,1.06971E-07,1.0227E-07,9.78716E-08,9.37512E-08,8.98856E-08,8.62543E-08,8.28387E-08,7.9622E-08,7.6589E-08,7.37262E-08,7.10209E-08,6.84618E-08,6.60386E-08,6.37418E-08,6.15627E-08,5.94936E-08,5.7527E-08,5.56563E-08,5.38754E-08,5.21787E-08,5.05608E-08,4.90171E-08,4.7543E-08,4.61344E-08,4.47875E-08,4.34987E-08,4.22648E-08,3.94002E-08,3.68173E-08,3.44803E-08,3.2359E-08,3.04275E-08,2.8664E-08,2.70495E-08,2.55676E-08,2.42042E-08,2.29471E-08,2.17854E-08,2.07097E-08,1.97118E-08,1.87844E-08,1.79208E-08,1.71155E-08,1.63633E-08,1.56595E-08,1.50003E-08,1.43818E-08,1.38007E-08,1.32542E-08,1.27396E-08,1.22543E-08,1.17962E-08,1.13634E-08,1.09539E-08,1.05662E-08,1.01987E-08,9.85006E-09,9.51899E-09,9.20433E-09,8.62008E-09,8.08975E-09,7.60689E-09,7.166E-09,6.76237E-09,6.3919E-09,6.05106E-09,5.73677E-09,5.44635E-09,5.17744E-09,4.92796E-09,4.69609E-09,4.48021E-09,4.27887E-09,4.09081E-09,3.91489E-09,3.75007E-09,3.59544E-09,3.45019E-09,3.31356E-09,3.18489E-09,3.06357E-09,2.94906E-09,2.84084E-09,2.73848E-09,2.64155E-09,2.54968E-09,2.46251E-09,2.37975E-09,2.30108E-09,2.22626E-09,2.15502E-09,2.08715E-09,2.02244E-09,1.96069E-09,1.90172E-09,1.84538E-09,1.7915E-09,1.73995E-09,1.69059E-09,1.6433E-09,1.59797E-09,1.55449E-09,1.51276E-09,1.47269E-09,1.43419E-09,1.39718E-09,1.36159E-09,1.32734E-09,1.29436E-09,1.2626E-09,1.23199E-09,1.20248E-09,1.17402E-09,1.14656E-09,1.12005E-09,1.09445E-09,1.06972E-09,1.04581E-09,1.0227E-09,1.00035E-09,9.78722E-10,9.57787E-10,9.37517E-10,9.17884E-10,8.98861E-10,8.80423E-10,8.62547E-10,8.4521E-10,8.36737E-10,8.2839E-10
c_loss_3,5.82435E-05,5.79443E-05,5.72521E-05,5.59889E-05,5.42877E-05,5.22833E-05,4.98501E-05,4.74669E-05,4.44012E-05,4.15817E-05,3.83822E-05,3.55157E-05,3.24712E-05,2.98074E-05,2.71138E-05,2.4798E-05,2.2535E-05,2.06084E-05,1.87663E-05,1.72022E-05,1.57251E-05,1.44681E-05,1.32882E-05,1.22786E-05,1.13329E-05,1.05182E-05,9.75489E-06,9.09241E-06,8.4708E-06,7.9273E-06,7.41624E-06,6.96621E-06,6.54201E-06,6.16597E-06,5.81063E-06,5.49367E-06,5.19342E-06,4.92407E-06,4.6683E-06,4.43765E-06,4.21815E-06,4.01923E-06,3.82953E-06,3.65686E-06,3.49186E-06,3.34105E-06,3.19668E-06,3.06424E-06,2.93722E-06,2.8203E-06,2.70798E-06,2.50447E-06,2.32299E-06,2.16049E-06,2.01442E-06,1.88265E-06,1.76337E-06,1.65506E-06,1.55642E-06,1.46633E-06,1.38383E-06,1.3081E-06,1.23841E-06,1.17414E-06,1.11475E-06,1.05975E-06,1.00871E-06,9.61277E-07,9.17109E-07,8.75915E-07,8.37434E-07,8.01434E-07,7.67705E-07,7.36061E-07,7.06333E-07,6.7837E-07,6.52035E-07,6.27203E-07,6.03764E-07,5.81614E-07,5.6066E-07,5.40819E-07,5.22012E-07,5.0417E-07,4.87227E-07,4.71123E-07,4.41222E-07,4.14079E-07,3.89366E-07,3.66801E-07,3.46142E-07,3.2718E-07,3.09735E-07,2.93648E-07,2.78783E-07,2.65019E-07,2.52249E-07,2.40381E-07,2.2933E-07,2.19025E-07,2.09399E-07,2.00394E-07,1.91957E-07,1.84043E-07,1.76608E-07,1.69614E-07,1.63028E-07,1.56818E-07,1.50956E-07,1.45417E-07,1.40177E-07,1.35216E-07,1.30513E-07,1.26051E-07,1.21815E-07,1.17788E-07,1.13958E-07,1.10311E-07,1.06837E-07,1.03525E-07,1.00364E-07,9.73456E-08,9.44615E-08,9.17036E-08,8.90648E-08,8.65383E-08,8.06731E-08,7.53845E-08,7.05995E-08,6.6256E-08,6.23013E-08,5.86904E-08,5.53846E-08,5.23504E-08,4.95589E-08,4.69849E-08,4.46063E-08,4.24038E-08,4.03606E-08,3.84615E-08,3.66934E-08,3.50445E-08,3.35043E-08,3.20634E-08,3.07135E-08,2.94471E-08,2.82575E-08,2.71385E-08,2.60846E-08,2.5091E-08,2.41531E-08,2.32669E-08,2.24285E-08,2.16346E-08,2.08822E-08,2.01683E-08,1.94904E-08,1.88462E-08,1.76499E-08,1.6564E-08,1.55753E-08,1.46726E-08,1.38462E-08,1.30876E-08,1.23897E-08,1.17462E-08,1.11516E-08,1.0601E-08,1.00902E-08,9.61539E-09,9.17336E-09,8.76113E-09,8.37607E-09,8.01585E-09,7.67838E-09,7.36178E-09,7.06437E-09,6.78462E-09,6.52116E-09,6.27276E-09,6.03829E-09,5.81672E-09,5.60712E-09,5.40866E-09,5.22054E-09,5.04208E-09,4.87261E-09,4.71154E-09,4.55833E-09,4.41247E-09,4.27351E-09,4.141E-09,4.01457E-09,3.89384E-09,3.77847E-09,3.66815E-09,3.5626E-09,3.46154E-09,3.36472E-09,3.2719E-09,3.18288E-09,3.09743E-09,3.01539E-09,2.93656E-09,2.86078E-09,2.78789E-09,2.71776E-09,2.65024E-09,2.58521E-09,2.52254E-09,2.46212E-09,2.40385E-09,2.34762E-09,2.29334E-09,2.24092E-09,2.19028E-09,2.14134E-09,2.09402E-09,2.04825E-09,2.00396E-09,1.9611E-09,1.9196E-09,1.8794E-09,1.84045E-09,1.80269E-09,1.76609E-09,1.73059E-09,1.71324E-09,1.69615E-09
c_loss_4,7.65481E-05,7.62487E-05,7.55547E-05,7.42827E-05,7.25578E-05,7.05069E-05,6.79871E-05,6.5483E-05,6.22024E-05,5.91177E-05,5.55271E-05,5.22169E-05,4.85909E-05,4.53133E-05,4.18879E-05,3.88452E-05,3.57778E-05,3.30886E-05,3.04478E-05,2.81508E-05,2.5935E-05,2.40135E-05,2.21804E-05,2.05897E-05,1.90816E-05,1.77689E-05,1.65279E-05,1.54427E-05,1.44177E-05,1.35165E-05,1.26649E-05,1.19119E-05,1.11996E-05,1.05661E-05,9.96591E-06,9.42926E-06,8.91983E-06,8.462E-06,8.02658E-06,7.63335E-06,7.25866E-06,6.91875E-06,6.59425E-06,6.29864E-06,6.01593E-06,5.75738E-06,5.5097E-06,5.28235E-06,5.06421E-06,4.8633E-06,4.67024E-06,4.32023E-06,4.00792E-06,3.72814E-06,3.47653E-06,3.24948E-06,3.04389E-06,2.85715E-06,2.68705E-06,2.53166E-06,2.38935E-06,2.25869E-06,2.13844E-06,2.02753E-06,1.92502E-06,1.83008E-06,1.74199E-06,1.66011E-06,1.58386E-06,1.51274E-06,1.4463E-06,1.38414E-06,1.32591E-06,1.27127E-06,1.21993E-06,1.17165E-06,1.12617E-06,1.08329E-06,1.04281E-06,1.00456E-06,9.68377E-07,9.34111E-07,9.01632E-07,8.70817E-07,8.41555E-07,8.13744E-07,7.62101E-07,7.15223E-07,6.72539E-07,6.33566E-07,5.97884E-07,5.65133E-07,5.35001E-07,5.07216E-07,4.8154E-07,4.57766E-07,4.3571E-07,4.1521E-07,3.96124E-07,3.78323E-07,3.61697E-07,3.46142E-07,3.3157E-07,3.17899E-07,3.05056E-07,2.92976E-07,2.816E-07,2.70874E-07,2.60749E-07,2.51181E-07,2.4213E-07,2.3356E-07,2.25437E-07,2.17731E-07,2.10413E-07,2.03457E-07,1.96841E-07,1.90543E-07,1.84542E-07,1.7882E-07,1.73361E-07,1.68147E-07,1.63165E-07,1.58402E-07,1.53844E-07,1.49479E-07,1.39348E-07,1.30213E-07,1.21948E-07,1.14445E-07,1.07614E-07,1.01377E-07,9.5667E-08,9.0426E-08,8.56042E-08,8.1158E-08,7.70494E-08,7.32451E-08,6.97158E-08,6.64355E-08,6.33814E-08,6.05332E-08,5.78727E-08,5.53839E-08,5.30522E-08,5.08647E-08,4.88098E-08,4.68769E-08,4.50566E-08,4.33403E-08,4.17203E-08,4.01894E-08,3.87413E-08,3.737E-08,3.60703E-08,3.48372E-08,3.36663E-08,3.25534E-08,3.04871E-08,2.86114E-08,2.69037E-08,2.53444E-08,2.39168E-08,2.26065E-08,2.14011E-08,2.02895E-08,1.92624E-08,1.83113E-08,1.7429E-08,1.66089E-08,1.58454E-08,1.51333E-08,1.44682E-08,1.3846E-08,1.32631E-08,1.27162E-08,1.22024E-08,1.17192E-08,1.12642E-08,1.08351E-08,1.04301E-08,1.00474E-08,9.68532E-09,9.3425E-09,9.01757E-09,8.7093E-09,8.41657E-09,8.13836E-09,7.87371E-09,7.62177E-09,7.38173E-09,7.15285E-09,6.93446E-09,6.72591E-09,6.52664E-09,6.33609E-09,6.15377E-09,5.9792E-09,5.81196E-09,5.65164E-09,5.49786E-09,5.35027E-09,5.20855E-09,5.07238E-09,4.94149E-09,4.81559E-09,4.69445E-09,4.57782E-09,4.46549E-09,4.35724E-09,4.25288E-09,4.15222E-09,4.0551E-09,3.96134E-09,3.8708E-09,3.78333E-09,3.69879E-09,3.61705E-09,3.53799E-09,3.46149E-09,3.38745E-09,3.31576E-09,3.24632E-09,3.17905E-09,3.11384E-09,3.05061E-09,2.98929E-09,2.95933E-09,2.92981E-09
